========================================================================================================================
                                         REPORTE DE METRICAS
========================================================================================================================
[METRICAS BASIC]
     Código        Descripción                  Fecha Calc.    Expira         Estado              Horas          Viewers        
     MB-3040     Calidad estable                 20251120       20251231     ACTIVA               0.15             50
     MB-0114     Chat activo                     20250720       20251231     ACTIVA              10.92            560
     MB-0132     Chat activo                     20251217       20251231     ACTIVA               1.43            360
     MB-0101     Clips del evento                20250911       20251231     ACTIVA               1.36             19
     MB-0141     Comunidad fiel                  20250716       20251231     ACTIVA               2.30            118
     MB-3005     Estabilidad alta                20250927       20251231     ACTIVA               0.13             75
     MB-3032     FPS sólidos                    20251231       20251231     ACTIVA               0.19             48
     MB-0131     Maratón de chat                20250605       20251231     ACTIVA               7.96            333
     MB-3050     Picos de red                    20251219       20251231     ACTIVA               0.21             75
     MB-0102     Q&A largo                       20251027       20251231     ACTIVA               1.58            180
     MB-0033     Sesión Estrenos                20251129       20251231     ACTIVA               2.30            184
     MB-0024     Sesión Estrenos                20251008       20251231     ACTIVA               5.80            731
     MB-0066     Sesión Estrenos                20250716       20251231     ACTIVA               2.80            963
     MB-0044     Sesión Games                   20251126       20251231     ACTIVA               6.50           1116
     MB-0014     Sesión Games                   20250727       20251231     ACTIVA               5.60            234
     MB-0035     Sesión Games                   20250704       20251231     ACTIVA               5.90           1088
     MB-0018     Sesión Games                   20250918       20251231     ACTIVA               3.20            569
     MB-0016     Sesión Games                   20250725       20251231     ACTIVA               3.20           1059
     MB-0031     Sesión Games                   20250921       20251231     ACTIVA               3.50            627
     MB-0042     Sesión Games                   20251003       20251231     ACTIVA               5.80            240
     MB-0055     Sesión Games                   20250603       20251231     ACTIVA               4.10            332
     MB-0034     Sesión Games                   20250619       20251231     ACTIVA               2.50           1114
     MB-0062     Sesión Games                   20251231       20251231     ACTIVA               4.00           1000
     MB-0011     Sesión Games                   20250626       20251231     ACTIVA               3.50            867
     MB-0041     Sesión Games                   20250604       20251231     ACTIVA               6.10            604
     MB-0052     Sesión IRL                     20251107       20251231     ACTIVA               6.50            270
     MB-0009     Sesión IRL                     20250815       20251231     ACTIVA               4.40            860
     MB-0060     Sesión IRL                     20250712       20251231     ACTIVA               4.00            995
     MB-0040     Sesión Just Chatting           20250620       20251231     ACTIVA               5.70            320
     MB-0037     Sesión Just Chatting           20250914       20251231     ACTIVA               5.00            321
     MB-0051     Sesión Just Chatting           20251119       20251231     ACTIVA               3.50            268
     MB-0008     Sesión Just Chatting           20251204       20251231     ACTIVA               1.70            895
     MB-0022     Sesión Just Chatting           20251122       20251231     ACTIVA               5.10            816
     MB-0063     Sesión Música                 20250818       20251231     ACTIVA               6.10            201
     MB-0056     Sesión Música                 20250630       20251231     ACTIVA               5.10            438
     MB-0043     Sesión Música                 20250601       20251231     ACTIVA               2.50           1051
     MB-0049     Sesión Música                 20250611       20251231     ACTIVA               3.30           1190
     MB-0036     Sesión Música                 20251224       20251231     ACTIVA               1.50           1002
     MB-0026     Sesión Música                 20250601       20251231     ACTIVA               3.70            349
     MB-0013     Sesión Música                 20251015       20251231     ACTIVA               1.90            897
     MB-0021     Sesión Retro                   20250928       20251231     ACTIVA               6.30            143
     MB-0047     Sesión Retro                   20250621       20251231     ACTIVA               1.40            259
     MB-0069     Sesión Retro                   20251228       20251231     ACTIVA               2.30            168
     MB-0058     Sesión Retro                   20250804       20251231     ACTIVA               5.70            309
     MB-0050     Sesión Variety                 20250723       20251231     ACTIVA               2.70            663
     MB-0039     Sesión Variety                 20251016       20251231     ACTIVA               3.30            690
     MB-0030     Sesión Variety                 20251211       20251231     ACTIVA               2.10            758
     MB-0065     Sesión Variety                 20250731       20251231     ACTIVA               6.40            482
     MB-0020     Sesión Variety                 20251220       20251231     ACTIVA               4.30            908
------------------------------------------------------------------------------------------------------------------------
[METRICAS ENGAGE]
     Código        Descripción                  Fecha Calc.    Expira         Estado              Msgs           Chatters       Clips          
     ME-0136     Chat activo                     20250819       20251231     ACTIVA               3374            892             96
     ME-0140     Chat activo                     20250628       20251231     ACTIVA               3267           1021             95
     ME-0152     Chat activo                     20251203       20251231     ACTIVA               2618            285            111
     ME-0111     Chat activo                     20251010       20251231     ACTIVA               3045            271            109
     ME-0112     Chat activo                     20250728       20251231     ACTIVA               1507            130             10
     ME-0142     Chat activo                     20250920       20251231     ACTIVA               2498            740            114
     ME-0115     Chat activo                     20251115       20251231     ACTIVA               1173            950             33
     ME-0163     Chat activo                     20250813       20251231     ACTIVA               4019            225             92
     ME-0159     Clips del evento                20250728       20251231     ACTIVA               3416           1002             61
     ME-0125     Clips del evento                20251231       20251231     ACTIVA               2106           1079             33
     ME-0168     Clips del evento                20250621       20251231     ACTIVA               3839            740             82
     ME-0147     Clips del evento                20251113       20251231     ACTIVA               3971            115             16
     ME-0120     Clips del evento                20250810       20251231     ACTIVA               2640            560             39
     ME-0124     Clips del evento                20251213       20251231     ACTIVA               4207             92             50
     ME-0137     Clips del evento                20251030       20251231     ACTIVA               2289            288             94
     ME-0107     Comunidad fiel                  20250823       20251231     ACTIVA               2722            340             29
     ME-0149     Comunidad fiel                  20250828       20251231     ACTIVA               3009            800             94
     ME-0151     Comunidad fiel                  20251213       20251231     ACTIVA               1869            523             99
     ME-0139     Comunidad fiel                  20250618       20251231     ACTIVA               3095            105            113
     ME-0155     Comunidad fiel                  20250627       20251231     ACTIVA               2629           1041             66
     ME-0118     Comunidad fiel                  20250918       20251231     ACTIVA               3952            405            100
     ME-0167     Comunidad fiel                  20251127       20251231     ACTIVA               2530           1104             74
     ME-0156     Interacción alta               20250718       20251231     ACTIVA               2368           1058             19
     ME-0130     Interacción alta               20251210       20251231     ACTIVA               3753            596            111
     ME-0128     Interacción alta               20250622       20251231     ACTIVA               1411           1025             28
     ME-0105     Interacción alta               20250601       20251231     ACTIVA               1914            825             60
     ME-0117     Maratón de chat                20251118       20251231     ACTIVA               2899            986             83
     ME-0119     Maratón de chat                20250806       20251231     ACTIVA               2571           1147             67
     ME-0104     Maratón de chat                20250907       20251231     ACTIVA               1857            601             10
     ME-0113     Maratón de chat                20251104       20251231     ACTIVA                896           1012             58
     ME-0161     Q&A largo                       20250807       20251231     ACTIVA               1586            571             27
     ME-0153     Q&A largo                       20250729       20251231     ACTIVA               2776            108             95
     ME-0170     Q&A largo                       20250929       20251231     ACTIVA               3922            649             28
     ME-0143     Q&A largo                       20250811       20251231     ACTIVA               2297           1031             77
     ME-0127     Q&A largo                       20250703       20251231     ACTIVA                520            886             80
     ME-0164     Q&A largo                       20251219       20251231     ACTIVA               1920            950             19
     ME-0148     Q&A largo                       20250912       20251231     ACTIVA               2808            835             65
     ME-0158     Q&A largo                       20250622       20251231     ACTIVA               1270            932             82
     ME-0103     Q&A largo                       20250828       20251231     ACTIVA               2869            973             82
     ME-0108     Q&A largo                       20251121       20251231     ACTIVA               1725            696             56
     ME-0134     Q&A largo                       20250726       20251231     ACTIVA               2399            835             26
     ME-0135     Q&A largo                       20251209       20251231     ACTIVA               1641            717             18
------------------------------------------------------------------------------------------------------------------------
[METRICAS QUALITY]
     Código        Descripción                  Fecha Calc.    Expira         Estado              Bitrate        Drop%          FPS            
     MQ-3056     Audio impecable                 20250924       20251231     ACTIVA               7538           0.01             75
     MQ-3017     Audio impecable                 20251005       20251231     ACTIVA               3534           0.13             75
     MQ-3012     Audio impecable                 20251215       20251231     ACTIVA               5899           0.09             75
     MQ-3001     Audio impecable                 20251110       20251231     ACTIVA               3247           0.12             60
     MQ-3003     Audio impecable                 20251226       20251231     ACTIVA               2800           0.11             50
     MQ-3058     Audio impecable                 20251004       20251231     ACTIVA               6133           0.02             30
     MQ-3052     Audio impecable                 20250810       20251231     ACTIVA               3685           0.25             75
     MQ-3033     Bitrate consistente             20250727       20251231     ACTIVA               7586           0.06             48
